id,codigo_modular,codigo_local,numero_procedimiento,nombre_institucion,region,provincia,distrito,departamento,direccion,localidad,centro_poblado,area_censo,latitud,longitud,altitud,nivel_educativo,modalidad,modalidad_especifica,gestion,gestion_departamental,tipo_sexo,turno,codigo_carrera,total_alumnos,alumnos_hombres,alumnos_mujeres,total_docentes,total_secciones,directivos_hombres,directivos_mujeres,directivos_total,docentes_hombres,docentes_mujeres,docentes_total,es_rural,es_eib,director,telefono,email,numero_fya,unidad_ejecutora,multiplicidad1,multiplicidad2,id_red_fya,nombre_red_fya_matched,entra_estudio_clustering,ILA_2022,ILA_2023,ILA_2024,X11_RED,matric_siagie_2019,matric_siagie_2020,matric_siagie_2021,matric_siagie_2022,matric_siagie_2023,matric_siagie_2024,total_docentes_ajustado,X11_RED_ajustado,metodo_ajuste,TEND_MATRICULA,TEND_MATRICULA_CATEGORIA,TEND_MATRICULA_R2,TEND_CAMBIO_PORCENTUAL,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P,X13_TMATRC_COEF_VARIACION,Y3_PR_Comunicacion,Y3_PR_Matematica,Y3_PR_Produccion_Textos
240.0,350447,416099,3AP,14144 SANTA ROSA,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PALOMINOS S/N,PALOMINOS,PALOMINOS,Urbana,-4.9306,-80.2501,90.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,446,221,225,19,17,0.0,1.0,1.0,4.0,14.0,18.0,0,0,HIDALGO PAREDES JOSE ANTONIO,nan,nan,48,UGEL TAMBOGRANDE,2.0,2.0,43,Red Fe y Alegría 48,Sí,1.3388,1.7304,1.6699,23.473684210526315,,,,,,,19.0,23.473684210526315,SIN_AJUSTE,,,,,,,,,0.00048799999999999994,4.0999999999999994e-05,0.0015539999999999998
241.0,1785484,416099,4AA,FE Y ALEGRIA 48,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PALOMINOS S/N,PALOMINOS,PALOMINOS,Urbana,-4.9306,-80.2501,90.0,Básica Alternativa-Avanzado,No aplica,EBA,Pública de gestión privada,Convenio con Sector Educación,Mixto,Tarde-Noche,No aplica,221,111,110,3,8,0.0,1.0,1.0,1.0,1.0,2.0,0,0,nan,nan,nan,48,UGEL TAMBOGRANDE,1.0,3.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,73.66666666666667,,,,,82.0,,5.0,44.2,AJUSTE_MAX45_ADMIN,,,,,,,,,,,
242.0,1785476,416099,4AI,FE Y ALEGRIA 48,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PALOMINOS S/N,PALOMINOS,PALOMINOS,Urbana,-4.9306,-80.2501,90.0,Básica Alternativa-Inicial e Intermedio,No aplica,EBA,Pública de gestión privada,Convenio con Sector Educación,Mixto,Tarde-Noche,No aplica,407,60,347,4,16,0.0,0.0,0.0,1.0,3.0,4.0,0,0,nan,nan,nan,48,UGEL TAMBOGRANDE,2.0,4.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,101.75,,,,,140.0,,10.0,40.7,AJUSTE_MAX45_ADMIN,,,,,,,,,,,
243.0,916023,416099,3AS,14144 SANTA ROSA,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PALOMINOS S/N,PALOMINOS,PALOMINOS,Urbana,-4.9306,-80.2501,90.0,Secundaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,366,185,181,20,13,0.0,0.0,0.0,9.0,11.0,20.0,0,0,HIDALGO PAREDES JOSE ANTONIO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,18.3,711.0,750.0,775.0,814.0,802.0,809.0,20.0,18.3,SIN_AJUSTE,20.08108108108108,CRECIMIENTO,0.81233969854866,13.783403656821378,19.6,ESTABLE,0.060289173990602185,4.731753854002848,,,
244.0,260315,416103,3AP,14145 SANTA JULIA BILLIART,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TEJEDORES BAJO,nan,TEJEDORES BAJO,Rural,-4.846,-80.2182,139.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,191,97,94,8,7,1.0,0.0,1.0,3.0,4.0,7.0,1,0,RAMIREZ ERAZO JOSE LUIS,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.2938,1.5707,1.6778,23.875,190.0,192.0,196.0,208.0,194.0,190.0,8.0,23.875,SIN_AJUSTE,0.7297297297297296,ESTABLE,0.03444528444528443,0.0,0.6666666666666666,ESTABLE,0.8509806870320558,3.1750727557276432,0.000239,4.7999999999999994e-05,0.000588
245.0,1715820,416155,1A,14894,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TOTORAL ALTO,nan,TOTORAL ALTO,Rural,-4.881,-80.1986,117.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,15,9,6,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,nan,nan,nan,48,UGEL TAMBOGRANDE,2.0,2.0,43,Red Fe y Alegría 48,Sí,1.3889,1.6819,1.6679,15.0,4.0,10.0,8.0,9.0,15.0,15.0,1.0,15.0,SIN_AJUSTE,1.8108108108108112,ESTABLE,0.7727663969702189,275.0,2.0,ESTABLE,0.09087393998624904,38.27087714730739,0.0,0.0,
246.0,571745,416155,3AP,14894,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TOTORAL ALTO,nan,TOTORAL ALTO,Rural,-4.881,-80.1986,117.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Unidocente multigrado,10,2,8,1,5,1.0,0.0,1.0,0.0,0.0,0.0,1,0,MONTERO CHICCHON EDITH HERMELINDA,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,10.0,22.0,12.0,15.0,10.0,9.0,10.0,1.0,10.0,SIN_AJUSTE,-2.013513513513514,ESTABLE,0.5952649077649078,-54.54545454545454,-1.6666666666666667,ESTABLE,0.09087393998624904,34.40104580768907,,,
247.0,350496,416198,3AP,14924 DANIEL ALCIDES CARRION,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,MALINGAS,nan,MALINGAS,Rural,-4.952,-80.2495,91.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,402,206,196,19,16,0.0,1.0,1.0,8.0,10.0,18.0,1,0,ORTEGA MENDOZA SANTOS TEODORO,nan,nan,48,UGEL TAMBOGRANDE,2.0,2.0,43,Red Fe y Alegría 48,Sí,1.3387,1.7665,1.7562,21.157894736842106,,,,,,,19.0,21.157894736842106,SIN_AJUSTE,,,,,,,,,0.000794,7.900000000000001e-05,0.000984
248.0,571356,416198,1A,14924 DANIEL ALCIDES CARRION,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,MALINGAS,nan,MALINGAS,Rural,-4.952,-80.2495,91.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,No aplica,135,70,65,6,6,0.0,0.0,0.0,0.0,6.0,6.0,1,0,ORTEGA MENDOZA SANTOS TEODORO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,22.5,581.0,587.0,614.0,518.0,512.0,536.0,6.0,22.5,SIN_AJUSTE,-12.851351351351354,DECRECIMIENTO,0.3963687855982078,-7.74526678141136,-12.75,ESTABLE,0.4523703606773608,6.826522206000327,,,
249.0,613943,416264,3AP,14975,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,EL CARBON,nan,EL CARBON,Rural,-4.962,-80.2751,83.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,87,47,40,4,6,0.0,1.0,1.0,1.0,2.0,3.0,1,0,FARFAN SUAREZ MANUEL AUGUSTO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.5625,1.75,21.75,99.0,102.0,104.0,97.0,97.0,86.0,4.0,21.75,SIN_AJUSTE,-2.878378378378379,ESTABLE,0.6217997916780882,-13.131313131313133,-2.5,ESTABLE,0.18848603806737496,5.8844152061738475,0.00040800000000000005,0.0,0.000833
250.0,464610,416513,3AP,15219,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TINAJONES,nan,TINAJONES,Rural,-4.898373,-80.15871,154.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,16,5,11,2,5,0.0,0.0,0.0,1.0,1.0,2.0,1,0,ESTEVES MARQUEZ EDDY EDUBERTO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.7,2.0,8.0,13.0,15.0,10.0,11.0,16.0,16.0,2.0,8.0,SIN_AJUSTE,0.33783783783783783,ESTABLE,0.06496881496881497,23.076923076923077,0.6,ESTABLE,0.34755803674116903,17.50302083797262,0.00375,0.0,0.0
251.0,464628,416527,3AP,15220,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,MIRAFLORES ALTO,nan,MIRAFLORES ALTO,Rural,-4.8343,-80.1667,200.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,15,8,7,2,5,0.0,0.0,0.0,1.0,1.0,2.0,1,0,LAZORIGA SANDOVAL MERY AUGUSTA,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,2.0556,1.6679,7.5,14.0,14.0,13.0,14.0,13.0,15.0,2.0,7.5,SIN_AJUSTE,0.20270270270270274,ESTABLE,0.30405405405405406,7.142857142857142,0.0,ESTABLE,1.0,4.967597139298386,0.003,0.002,
252.0,355271,416589,3AP,15304,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,GUARAGUAOS BAJO,nan,GUARAGUAOS BAJO,Rural,-4.9173,-80.2198,101.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,42,21,21,3,6,0.0,1.0,1.0,1.0,1.0,2.0,1,0,ORTIZ RAYMUNDO ELENA BEATRIZ,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.5597,1.7037,14.0,55.0,53.0,46.0,49.0,44.0,43.0,3.0,14.0,SIN_AJUSTE,-2.310810810810811,ESTABLE,0.8164228277864644,-21.818181818181817,-2.4,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,9.226957351903208,0.0,0.0,0.0007139999999999999
253.0,552661,416594,3AP,15314,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,MONTE VERDE ALTO,nan,MONTEVERDE,Rural,-4.920441,-80.19533,121.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,27,13,14,2,6,0.0,0.0,0.0,0.0,2.0,2.0,1,0,BARRANTES ALVARADO EMILSEN,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,13.5,27.0,25.0,31.0,32.0,33.0,29.0,2.0,13.5,SIN_AJUSTE,0.7567567567567567,ESTABLE,0.2584047462096243,7.4074074074074066,1.0,ESTABLE,0.2596563563704499,9.537820913070131,,,
254.0,561084,416650,3AP,SAGRADO CORAZON DE JESUS,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,PUEBLO LIBRE,nan,PUEBLO LIBRE,Rural,-4.94231,-80.23896,94.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,134,63,71,6,6,1.0,0.0,1.0,1.0,4.0,5.0,1,0,GARCIA TIZON JOSE HUMBERTO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3333,1.854,1.5942,22.333333333333332,126.0,126.0,129.0,133.0,128.0,135.0,6.0,22.333333333333332,SIN_AJUSTE,2.040540540540541,ESTABLE,0.9225198252144361,7.142857142857142,1.8,ESTABLE,0.09087393998624904,2.6281309982834156,0.000735,7.400000000000001e-05,0.0006900000000000001
255.0,355289,416669,3AP,15383,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,TOTORAL BAJO,nan,TOTORAL BAJO,Rural,-4.8894,-80.2122,121.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,9,5,4,2,4,1.0,0.0,1.0,0.0,1.0,1.0,1,0,VEGA PALACIOS EDGARDO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6984,1.6679,4.5,19.0,21.0,22.0,18.0,12.0,9.0,2.0,4.5,SIN_AJUSTE,-2.1486486486486487,ESTABLE,0.6397661706650472,-52.63157894736842,-3.0,ESTABLE,0.13285495573105388,28.161312184807713,0.00125,0.00125,0.0
256.0,673780,416773,3AP,15478,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,CERRO DE LEONES -TEJEDORES S.N,nan,CERRO DE LEONES,Rural,-4.8315,-80.204,155.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,20,7,13,2,6,0.0,0.0,0.0,1.0,1.0,2.0,1,0,PALACIOS MAZA EUSEBIO,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.9167,1.7333,10.0,23.0,22.0,22.0,21.0,19.0,20.0,2.0,10.0,SIN_AJUSTE,-0.581081081081081,ESTABLE,0.9610187110187108,-13.043478260869565,-0.6666666666666666,CAMBIO_LEVE_SIGNIFICATIVO,0.03877750439230665,6.348234447479172,0.0,0.0,0.001111
257.0,840595,416914,3AP,20104,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,CASERIO C P 8 MALINGAS,nan,ESPERANZA DE MI CAUTIVO,Rural,-4.976114,-80.22945,92.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,86,53,33,4,6,0.0,1.0,1.0,1.0,2.0,3.0,1,0,DELGADO RAYMUNDO NERY,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.4407,1.3958,21.5,75.0,90.0,91.0,89.0,91.0,88.0,4.0,21.5,SIN_AJUSTE,1.783783783783784,ESTABLE,0.27189314025341743,17.333333333333336,0.3333333333333333,ESTABLE,0.8509806870320558,6.432175399371267,0.00015900000000000002,0.0,0.00022700000000000002
258.0,840504,416952,3AP,20123,DRE PIURA,PIURA,TAMBO GRANDE,PIURA,CRUCE DE VEGA,nan,CRUCE DE VEGA,Rural,-4.9443,-80.2609,86.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,18,9,9,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,ALCAS HUERTAS MARIANA DE JESUS,nan,nan,48,UGEL TAMBOGRANDE,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.7672,1.7778,9.0,23.0,20.0,21.0,37.0,26.0,18.0,2.0,9.0,SIN_AJUSTE,0.0810810810810811,ESTABLE,0.00042156541289990176,-21.73913043478261,-0.5,ESTABLE,1.0,25.887343971204775,0.0,0.0,0.001
259.0,626424,422793,3AP,15055,DRE PIURA,AYABACA,SAPILLICA,PIURA,SESTEADERO-TUNAL,nan,SESTEADERO TUNAL,Rural,-4.878228,-80.14346,200.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,14,7,7,2,6,0.0,0.0,0.0,1.0,1.0,2.0,1,0,MERINO CASTILLO MADELINE,nan,nan,48,UGEL SULLANA,1.0,1.0,43,Red Fe y Alegría 48,Sí,1.3387,1.6819,1.6679,7.0,19.0,19.0,18.0,15.0,14.0,14.0,2.0,7.0,SIN_AJUSTE,-1.1486486486486487,ESTABLE,0.8875921375921377,-26.31578947368421,-1.25,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,13.438519894596032,,,
272.0,595082,493295,1A,294,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,RIO ALTO UCAYALI-MARG DERECHA,nan,MAZARAY,Rural,-8.430011,-74.24303,149.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,31,15,16,1,3,0.0,1.0,1.0,0.0,0.0,0.0,1,0,URQUIA PASMIÑO YOLANDA,572283,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.5533,31.0,26.0,25.0,18.0,30.0,22.0,35.0,1.0,31.0,SIN_AJUSTE,2.1081081081081083,ESTABLE,0.41418748723534604,34.61538461538461,1.8,ESTABLE,0.7071142312899612,20.948890562010504,,,
273.0,595108,493304,1A,295,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,RIO ALTO UCAYALI - MARG DERECHA,MANANTAY,NUEVO BAGAZAN,Rural,-8.53039,-74.38295,158.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,16,12,4,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,SILVA FLORES PATRICIA,961684082,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.5533,16.0,14.0,12.0,14.0,21.0,18.0,17.0,1.0,16.0,SIN_AJUSTE,1.1081081081081081,ESTABLE,0.36936936936936937,21.428571428571427,1.0,ESTABLE,0.34755803674116903,18.75,,,
274.0,715011,493441,1A,333-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,RIO ALTO UCAYALI - MARGEN IZQUIERDA S/N,nan,SANTA ISABEL DE BAHUANISHO,Rural,-8.551025,-74.36524,156.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,69,35,34,4,3,0.0,1.0,1.0,0.0,3.0,3.0,1,0,SANCHEZ VALLES ELIZABETH,811051,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.5533,17.25,42.0,43.0,57.0,69.0,81.0,65.0,4.0,17.25,SIN_AJUSTE,5.527027027027027,CRECIMIENTO,0.7377787382682941,54.761904761904766,9.0,ESTABLE,0.060289173990602185,23.444223539132693,,,
275.0,271379,493945,3AP,64028,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,RIO ALTO UCAYALI - MARG DERECHA,nan,MAZARAY,Rural,-8.43433,-74.24007,150.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,66,29,37,5,6,0.0,1.0,1.0,1.0,3.0,4.0,1,0,VILLACORTA PAREDES LUIS,811501,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.6983,1.6667,1.8485,13.2,77.0,74.0,73.0,94.0,79.0,67.0,5.0,13.2,SIN_AJUSTE,-0.6756756756756757,ESTABLE,0.016320668494581532,-12.987012987012985,-1.75,ESTABLE,0.7071142312899612,10.784479313100695,0.000556,0.00013500000000000003,0.002593
276.0,271551,494049,3AP,64048,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,RIO ALTO UCAYALI - MARGEN DERECHA,nan,NUEVA BARRANCA,Rural,-8.525052,-74.39294,156.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,39,19,20,3,6,0.0,0.0,0.0,1.0,2.0,3.0,1,0,VASQUEZ PAREDES ESTELA,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.6984,1.6598,1.381,13.0,32.0,37.0,36.0,39.0,38.0,39.0,3.0,13.0,SIN_AJUSTE,1.2432432432432432,ESTABLE,0.6890263757733636,21.875,1.0,ESTABLE,0.09087393998624904,6.541553074570571,0.0,0.0,0.0015380000000000003
277.0,275107,494351,3AP,64115,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,RIO ALTO UCAYALI - MARGEN IZQUIERDA,nan,NUEVO BAGAZAN,Rural,-8.530322,-74.38258,156.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,41,19,22,3,6,0.0,0.0,0.0,3.0,0.0,3.0,1,0,PINEDO GARCIA ROGER,961556899,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5156,1.6598,1.8095,13.666666666666666,41.0,37.0,46.0,39.0,35.0,32.0,3.0,13.666666666666666,SIN_AJUSTE,-1.5540540540540542,ESTABLE,0.3372004079551249,-21.951219512195124,-1.8,ESTABLE,0.13285495573105388,11.63398970457361,0.00047599999999999997,0.0005,0.001333
278.0,530535,494643,3AP,64641,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,RIO ALTO UCAYALI - MARGEN DERECHA,nan,NUEVA ALIANZA,Rural,-8.441395,-74.34148,150.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,10,7,3,2,4,0.0,1.0,1.0,0.0,1.0,1.0,1,0,DE SOUZA SOUZA IRLANDA,813805,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.3333,1.5533,5.0,12.0,9.0,20.0,11.0,15.0,11.0,2.0,5.0,SIN_AJUSTE,-0.10810810810810809,ESTABLE,0.002363018756461378,-8.333333333333332,0.0,ESTABLE,1.0,27.735009811261456,0.0,0.0,0.0
279.0,733535,495100,3AP,64871-B,DRE UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,RIO UCAYALI,COVICORTI,SANTA MARTHA,Urbana,-8.36197,-74.53072,146.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,204,112,92,10,6,1.0,0.0,1.0,5.0,4.0,9.0,0,0,SOTO BARBARAN GILBERTO,961924345,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.7059,1.3793,20.4,164.0,173.0,212.0,215.0,235.0,197.0,10.0,20.4,SIN_AJUSTE,7.621621621621623,CRECIMIENTO,0.4096240322655418,20.121951219512198,11.5,ESTABLE,0.13285495573105388,12.331571280659947,0.0,0.0,0.0
283.0,272773,495850,3AP,64508-B,DRE UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,RIO ALTO UCAYALI - FRENTE VILLA EL PESCADOR,nan,SANTA ISABEL DE BAHUANISHO,Rural,-8.550823,-74.36554,152.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,150,80,70,7,6,0.0,0.0,0.0,5.0,2.0,7.0,1,0,HILARIO ESCOBAR NILDA,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.1364,21.428571428571427,142.0,142.0,150.0,160.0,144.0,140.0,7.0,21.428571428571427,SIN_AJUSTE,0.4864864864864866,ESTABLE,0.012654272769879711,-1.4084507042253522,0.0,ESTABLE,1.0,4.696020074735376,0.0,0.0,0.0
284.0,273359,498448,3AP,64545-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,RIO ALTO UCAYALI,nan,PUERTO CONSUELO,Rural,-8.49823,-74.26322,150.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,16,9,7,2,5,1.0,0.0,1.0,1.0,0.0,1.0,1,0,CRUZ PANDURO NEMIAS,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.1667,8.0,17.0,21.0,22.0,15.0,17.0,15.0,2.0,8.0,SIN_AJUSTE,-0.8783783783783784,ESTABLE,0.25952088452088445,-11.76470588235294,-0.6666666666666666,ESTABLE,0.4523703606773608,15.328242492389462,0.0,0.0,0.0
285.0,657122,498486,3AP,64798,DRE UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,RIO ALTO UCAYALI,nan,NUEVO ANCASH,Rural,-8.569062,-74.24886,152.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,35,17,18,3,6,0.0,0.0,0.0,0.0,3.0,3.0,1,0,VILLALOBOS CUETO LISBETH,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.5533,11.666666666666666,21.0,18.0,24.0,34.0,31.0,29.0,3.0,11.666666666666666,SIN_AJUSTE,2.4189189189189193,ESTABLE,0.5319244305730795,38.095238095238095,2.5,ESTABLE,0.2596563563704499,21.55276982890271,,,
286.0,666677,498518,3AP,64829,DRE UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,RIO ALTO UCAYALI,nan,VILLA ESTHER,Rural,-8.41556,-74.26907,151.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,24,15,9,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,SALAS SANGAMA FLOR ANTONIETA,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.2,1.6598,2.0,12.0,21.0,20.0,24.0,20.0,23.0,21.0,2.0,12.0,SIN_AJUSTE,-0.013513513513513521,ESTABLE,0.0002502502502502506,0.0,0.0,ESTABLE,1.0,6.976744186046512,0.001111,0.0,
287.0,1568799,498561,1A,525-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,BOCA DEL RIO TAMAY,nan,SANTA ELISA,Rural,-8.576993,-74.24135,153.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,21,11,10,2,3,0.0,0.0,0.0,0.0,2.0,2.0,1,1,SAAVEDRA PACAYA DAVID,nan,nan,72,UGEL CORONEL PORTILLO,1.0,1.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.5533,10.5,20.0,19.0,24.0,35.0,20.0,22.0,2.0,10.5,SIN_AJUSTE,1.2162162162162162,ESTABLE,0.13187886681862585,10.0,0.4,ESTABLE,0.5730251193553904,23.430313524081036,,,
288.0,733600,498561,3AP,64873-B,DRE UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,BOCA DEL RIO TAMAY,nan,SANTA ELISA,Rural,-8.576993,-74.24135,153.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,69,39,30,4,6,0.0,1.0,1.0,1.0,2.0,3.0,1,0,SAAVEDRA PACAYA DAVID,813810,nan,72,UGEL CORONEL PORTILLO,2.0,2.0,68,Red Fe y Alegría 72,Sí,1.5632,1.6598,1.0444,17.25,96.0,104.0,120.0,133.0,133.0,138.0,4.0,17.25,SIN_AJUSTE,8.972972972972972,CRECIMIENTO,0.9104605828322206,43.75,8.5,CRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,13.065451481088914,0.0,0.0,0.0
